index|0
I remember my meal there vividly during my Lisbon trip last year, as it was one of the best.|restaurants
Meng’s piece de resistance for this taster menu|restaurants
The dish that perhaps best signifies Meng and Ana’s cuisine a melding of Portuguese and Chinese, in this case Chinese steamed fish, and Portuguese coriander rice.|restaurants
The fish has been dry aged for 3 weeks, then is steamed la minute with ginger and fish sauce, on the bone and skin on|restaurants
When he pulled the spine out (swipe 👉), I was bowled over, a little translucency, a light pink blush on the spine|restaurants
Moist and shiny flesh pressed against the bones – this is perfect cuisson.|restaurants
The dry aging has tightened the flesh, giving the flakes both softness and a light firmness, steaming it like this accentuating the best attributes of its aged texture, whilst keeping it moist.|restaurants
It’s now been over a year since Alex Dilling took over the reigns from Arnaud Bignon, and what year it has been for this this charming little restaurant that has survived the decades with its series of chefs|restaurants
Alex has been working non-stop upping the ante with each passing season, and most recently was rewarded by the bib in maintaining the two star rating of afforded to Abela’s crowning glory since Bignon first won it in 2013.|restaurants
I’ve visited Alex about 5 – 6 visits in this past year since he took over and with each successive meal, I’ve observed the supremely talented Chef seemingly outdo himself at each turn, knocking out astounding and exciting dishes of true technical excellence that in my view makes him a legitimate recipient of a future third star|restaurants
Alongside Claude Bosi and Brett Graham, IMHO, these are the three guys currently sitting at the very apex of London gastronomy|restaurants
That is, if the guide awarded their stars based purely on the performance of the kitchen in that snapshot in time.|restaurants
If you have something to celebrate, you should certainly consider The Greenhouse, including the n25 aged caviar supplement when presented with the choice|restaurants
Photos and a few comments from my latest meal there.|restaurants
Just when I think these guys have set the bar, they find another way to level up, never resting on their laurels|restaurants
The craft involved blows my mind|restaurants
This dish – an entree and not pudding – actually works best as a surprise…|restaurants
….but if you need to know, then it is in fact tartare of Scotch lango with caviar|restaurants
One of my favourite classic combos, often presented in various guises by others (Passard’s nouvelle classic is one of my all time favourites), but none quite like this.|restaurants
It is encased in a set creme crue that’s soft, and somewhat gravity defying in keeping its perfectly spherical shape|restaurants
Served with an ultra clean apple and bergamot consommé, its freshness and acidity counterbalancing the cream and shellfish|restaurants
No modernist trickery here, just good old fashioned high level craft.|restaurants
Alex did mention that they are still tweaking the ratios (less cream, more caviar core), but as it stands, I think it’s already absolutely top notch stuff|restaurants
Simplicity, product quality, refinement, precision.|restaurants
With an onsen quail egg, thinly shaved matsutake, 18mo mimolette, jamon Iberico, watercress puree, a deep roast chicken jus|restaurants
The noble mushroom (this particular specimen being Canadian) now entering its last days of the season, but losing none of its distinct and unmistakable spicy, pine flavour which more than stands up to the mature cheese.|restaurants
Oh yeah my kind of sandwich, I loved this so much, being reflective of Alex’s approach as the core of his cuisine is all about unadulterated satisfaction.|restaurants
Such an elegant dish that is squarely about product and precision of cooking|restaurants
The trinity of flavours entirely marine, juicy grilled turbot with golden caramelisation, a satin smooth sauce imbued with oyster minerality, and the rich rush of creamy brine from the caviar… refinement and simplicity – my kind of fish course, loved it.|restaurants
Noble fish + caviar is a winning combo when done right imho|restaurants
And the key is the ratio for it to fly, like at L’Ambrosie or P53 and indeed as is this dish right here.|restaurants
8|restaurants
Hunter style Landes chicken with ceps, glazed boneless stuffed chicken wing, daikon salad roll, pomme souffle, and Alba white truffle.|restaurants
I’m certain you’ve already seen piccies of this elsewhere, and it does indeed taste every bit as epic as it looks 🌟🌟🌟|restaurants
The outermost chicken and Alsace bacon farci is soft all the way to the incredible crust; the detailing and the finishing of which simply astonishing|restaurants
The corrugated grill lines, the shiny glaze, the thyme and shiso flower adornments, and the seamless albufera sauce|restaurants
For me, the best white truffle dish of the season so far.|restaurants
I just had my “big spend” meal this year at the Clove Club (We limit £200+ a head meals to one or two a year) and i umm’d and ahh’d between CC, Greenhouse and a few others|restaurants
Now i see that chicken and croque madame dish im still wondering what i should have done|restaurants
Clove Club was fantastic though.|restaurants
I am so glad to finally see Endo san in his own digs|restaurants
I’ve been waiting 3 years since my first taste of Sushi Endo courtesy of|restaurants
‘s Hoxcup sake bar popup, and knew then that he had something very special to offer|restaurants
I love his style, makes sure punters have fun, feel good and masks the fact that he’s got killer tekkers and products up his sleeve – true hospitality flows through his veins.|restaurants
His menu doesn’t follow a strict Edomae sequence, in fact he starts with miso soup and diced 3-cut tuna and negi temaki before diving into nigiri|restaurants
And there I was bowled over|restaurants
To describe generally, Endo’s sushi is all about balance|restaurants
The sushi opens bright, finishes clean, umami peaks just as the textures dissipate into soft luxuriousness.|restaurants
To neta, gleaming ikejime Newlyn seabass (landed by Kernow) clean in flavour, and jelly-like in texture, served triple sliced; Ultra sweet English squid made with hundreds of cuts to fully tenderise; Scotch salmon smoked with Yamada-nishiki for 30s, more akin to subtle aburi than overt smoke, making the natural fish oil purr with savouriness|restaurants
